大数据驱动下提高政府公共卫生应急管理能力——新冠肺炎疫情期间地方政府人口信息管理启示 ,2020,4,8,尽管我国已建立政府公共卫生应急管理体系，但面对新冠肺炎疫情，如何有效管理流动人口对政府公共卫生应急管理能力提出了挑战。政府不仅要降低由于人口流动带来疫情扩散的潜在风险，而且还要尽量减少由于控制人口流动对经济生活产生的负面影响。互联网环境下，地方政府利用大数据信息对疫情期间的流动人口进行分类管理，有效地控制了新冠肺炎扩散的风险。以政府利用大数据管理人口信息为鉴，可在公共卫生应急管理领域推广大数据的应用，以提高政府公共卫生应急管理能力。
“审因论治”在新冠肺炎中医诊疗中的运用 ,2020,3,23,随着2020年新冠肺炎的发生，中医学者立即投入了这一新发疾病的中医诊疗的研究之中。多数学者根据宋代陈无择的“三因学说”，结合武汉区域地理及气候特点，确定新冠肺炎的发病原因为寒、湿（湿热）、燥三邪夹杂疫疠之气而发病。各家学者认为病邪夹杂的轻重程度不同，因此治疗上也略有不同。笔者对新近发表的学者观点进行了分析总结。认为对于新发疾病，一定要根据内因、外因、不内外因的分类，寻找到基本病因，采取审因论治的方法进行治疗，才可以达到较好的临床治疗效果。
新冠肺炎疫情防控中卫生政策的伦理审视 ,2020,3,12,"卫生政策的第一要义是保证人民群众的生命安全和身体健康,始终将人民群众的根本利益摆置第一位,是具有特定的伦理目标的价值遵循。其中,物质诉求和精神诉求构成了新冠肺炎疫情防控中卫生政策的伦理之需。而此次疫情防控中卫生政策的权威性和多变性、卫生政策对象要求的统一性和差异性、卫生政策信息的公开性和保密性,使得疫情防控中呈现出伦理层面的实践困境。化解伦理困境要坚持以人为本的宗旨,卫生政策要针对居家隔离人群、确诊患者、逝世患者、出院患者、农村地区外来流动人员以及牺牲的疫情防控烈士等对象群体作出伦理层面有效举措。"
基于数据挖掘和网络药理学的新冠肺炎预防方药组方规律和作用机制研究 ,2020,3,31,目的 基于数据挖掘和网络药理学方法，研究2019新型冠状病毒肺炎官方公布预防方药组方规律和作用机制，为新冠肺炎的防治提供指导。方法 采用数据挖掘和关联规则分析方法，研究新冠肺炎预防方药组方规律；进一步采用网络药理学方法，通过KEGG通路和基因本体富集分析，研究高频核心药物的生物信号通路，阐明其作用机制。结果 筛选官方公布的新冠肺炎预防方剂和中成药63个，发现14味高频中药，进一步关联分析得到14个高频药对和15个高频药组。在此基础上，采用网络药理学方法，研究高频核心药组作用机制，发现“防风、白术和黄芪”主要通过干预氨基酸代谢、嘌呤代谢等基础代谢途径发挥预防作用，而“藿香和苍术”除基础代谢外，还通过参与炎症相关反应发挥预防治疗作用。结论 新冠肺炎预防方药的核心药组“防风、白术和黄芪”和“藿香和苍术”分别通过基础代谢和炎症相关通路发挥预防疗效，为主动健康指导方针下的“未病先防”提供参考。
C,2020,4,13,目的 研究C-反应蛋白（CRP）、白介素-6(IL-6）及降钙素原（PCT）检测在新冠肺炎中的临床意义。方法 选取2020年1月—2020年2月期间东莞市第九人民医院确诊新冠肺炎患者40例，其中轻型组6例、普通组23例、重型组8例、危重组3例，同期大朗医院健康体检者40例为对照组，分别检测所有组员血清中CRP、IL-6及PCT水平，同时分析各指标水平与病病情严重程度相关性。结果 轻型组CRP、IL-6及PCT水平分别为：（7.61±1.25)mg/L、（44.62±2.21)pg/mL、（0.12±0.03)ng/mL；普通组分别为：（9.04±1.32)mg/L、（59.18±7.98)pg/mL、（0.13±0.03)ng/mL；重型组分别为：（10.23±1.44)mg/L、（134.32±15.65)pg/mL、（0.29±0.08)ng/mL；危重组分别为：（25.02±2.21)mg/L、（186.94±20.83)pg/mL、（0.56±0.12)ng/mL。轻型组、普通组、重型组、危重组CRP、IL-6水平都高于对照组，差异有统计学意义（P <0.05），且随着病情进展水平逐渐升高；轻型组、普通组PCT水平与对照组差异无统计学意义（P> 0.05）；重型组、危重组PCT水平明显高于对照组。结论 CRP虽随病情进展波动，但升高不明显，IL-6水平明显增高，变化幅度大于CRP，且与病情进展明显相关，PCT结果基本正常且波动较小，与诊疗指南一致。连续检测3个炎症指标对病人的病情进展、治疗以及预后的评估有着非常重要的指导意义。
新冠肺炎流行期家长如何应对孩子假期延长 ,2020,3,13,"<正>2020年新春伊始,一场侵袭全国的新冠肺炎疫情悄然降临,它踩着春节匆忙归家的脚印,迅速蔓延开,让新年的欢庆蒙上阴影。在紧张的疫情面前,国家迅速布控防疫线,为避免疫情向校园漫延,教育部1月27日宣布2020年春季学期延期开学。原本的春季学期,因肺炎疫情而推迟,在这段突如其来的延长期中,家长需注意哪些方面,以帮助孩子们顺利渡过?"
新冠肺炎下如何更好的开展胆道闭锁的诊治工作 ,2020,3,6,"2019年12月以来，湖北省武汉市部分医院陆续发现了多例有华南海鲜市场暴露史的不明原因肺炎病例，现已证实为2019新型冠状病毒感染引起的急性呼吸道传染病。新冠肺炎人群普遍易感, 潜伏期 1-14 天，多为 3-7 天。传染源主要是新型冠状病毒感染的病人，无症状感染者也可能成为传染源。胆道闭锁是一种肝内外胆管发生进行性阻塞，并可导致淤胆性肝硬化，最终发生肝功能衰竭，是小儿外科领域中最重要的消化外科疾病之一。胆道闭锁明确诊断后，尽快完成Kasai手术，如果超过窗口期，不可避免的发生严重肝硬化。在疫情暴发的特殊时期，应尽量减少患儿不必要的暴露，术前筛查及术后随访可通过微信或医院官方网络进行。为新冠肺炎患者实施手术时，必须严格遵照当地卫生行政主管部门或所在医疗机构的相关防护规定，密切协调手术各方，所有人员均应做好二级或三级防护，手术必须在负压手术间或感染手术间进行。对于不具备上述医疗条件的单位，宜尽快将需要手术的新冠肺炎患者转诊至有条件的医疗单位。"
血乳酸生物传感器在新冠肺炎诊疗中的应用探讨 ,2020,3,18,新冠肺炎（COVID-19）疫情暴发已造成严重危害，对新冠肺炎进行快速诊断和实施精准治疗是目前面临的重大挑战。对近年来血乳酸指标在肺炎临床中的应用及血乳酸生物传感器方法学进行了回顾，提出血乳酸水平或血乳酸清除率是新冠肺炎病情分层、治疗效果评估和判断预后的重要指标。其中POCT(即时检验)血乳酸生物传感器快捷、经济、可靠，可实现临床患者或个人（家庭）血乳酸快速和连续的检测，有利于新冠肺炎病情严重度分层和治疗效果评估，也可使患者及时识别自身状况，解除心理顾虑，促进机体康复。
基于病理学基础的CT影像联合中医舌诊在新冠肺炎诊疗中的价值 ,2020,4,8,目的 探讨CT影像联合中医舌诊在新冠肺炎（NCP）诊疗中的价值。方法 通过观察确诊患者不同病程中胸部CT影像及当日舌象，观察患者不同病程中CT影像与当日舌质、舌苔特征关系，探讨患者胸部CT变化与舌象特点与病程相关性。结果 NCP患者胸部CT影像在疾病初期表现为局限性分布的淡薄斑片状磨玻璃密度影（GGO），进展期表现为多发的GGO渗出、融合或伴有实变，在重症期表现双肺密度弥漫性、广泛性密度增高影，恢复期表现为病灶缩小或吸收；同时NCP患者舌象在疾病初期、进展期、重症期、恢复期，随病程不同也发生相应变化，舌质颜色从淡红-红-暗红（紫）-淡红，舌苔从薄-厚-薄，从白-黄（浊）-白，同时舌体胖瘦、齿痕程度均随疾病的变化而变化，并且与CT的变化有相关性，均反应着疾病的进程。结论 CT影像联合中医舌诊在NCP诊疗中可以简便、及时、精准判断疾病进程、疗效观察、预后判断，对NCP的诊断和治疗有重要的参考意义。
以新冠肺炎之殇触发体育锻炼机遇 ,2020,4,16,"2019新冠肺炎疫情给国家系统带来灾难,却为国民体育锻炼系统摒除了阻碍因素,同时引发外部大量优质体育锻炼信息有效触达国民,成为体育锻炼系统一个有利的教育、传播和发展机遇。据此提出:认清局面,有计划、有目的地扩大优质信息资源流入,增强国民锻炼意识;通过加大教育渗透、创设时间和空间上易获得通路、丰富可参与项目群落、发挥团体互助优势、鼓励居家简易参与等方式,做好疫后锻炼意识和行为的巩固加强准备,借助突发事件推动国家全民健身事业的发展。"
中医结合现代康复对于新冠肺炎患者康复思路探讨 ,2020,3,18,近日以来我国新冠肺炎疫情防控取得重大进展，出院患者日益增多，随着疫情稳定，功能康复治疗在患者出院阶段尤为重要。中医在漫长的发展中积累了丰富的疫病防治经验，在本次疫情防治中做出了巨大贡献，作者从中医结合现代康复的角度，结合目前患者基本状况，针对轻型、普通型、重型、危重型及出院患者的肺功能康复，分别予以功能训练、传统针灸推拿、中医导引术等治疗手段，并制定短、中、长期康复目标。以期进一步探讨中医结合现代康复对于新冠肺炎患者的康复作用。
基于数据挖掘的各地区新冠肺炎恢复期中医药组方用药规律研究 ,2020,3,31,目的 基于数据分析软件SPSS25、SPSS Modeler、Excel，统计分析全国各地区卫生管理部分发布的新冠肺炎中医诊疗方案中恢复期组方用药规律，总结新冠肺炎恢复期用药特点及治疗思路，旨在为加强临床精准施治、为中医药在新冠肺炎恢复期的运用提供参考。方法 检索2020年3月5日前国家及各省、市、自治区的卫生主管部门官方发布的新冠肺炎最新相关诊疗方案，以其中恢复期处方为依据，利用数据分析软件进行处理，总结常见证型频次、中药频次、高频用药及组合，分析关联规则。结果 本研究共纳入17套涉及恢复期处方用药的最新新冠肺炎诊疗方案，提取恢复期中药处方31首，共涉及证型14种，主要是肺脾气虚证及气阴两虚证，共涉及中药72味，高频用药21味；利用关联分析及药物聚类分析得出3类药物组合，核心组方为香砂六君子汤、生脉饮、沙参麦冬汤。结论 本研究初步探索了中医药在恢复期运用的共性，核心药物为党参、黄芪、沙参、麦冬、藿香、砂仁等，核心治法为健脾益肺、益气养阴、化湿祛邪等，并强调传统功法、中医外治等综合治疗，意在提高患者生活质量、促进脏腑功能恢复，做到“瘥后防复”。
新冠肺炎爆发前期武汉外流人口的地理去向分布及影响 ,2020,2,13,"新型冠状病毒((2019-nCoV,或NCP))肺炎疫情在武汉爆发后,迅速在极短时间内蔓延到全国以及海外地区,疫情爆发中心武汉的人口外流情况对疫情在其他地区的传播产生了很大影响。该文基于腾讯和百度等地理位置服务所收集到的大规模人口流动数据,对春节前从武汉离开人口的地理分布进行了统计分析。研究发现,首先,虽然武汉市关闭出城通道前的500万流出人口和往年春运期间的正常人口流动无较大差别,但确实有少量人口在“封城”前的最后一段时间内涌出武汉。其次,统计了2020年开始从武汉流出人口的目的地城市信息,发现和往年的目的地分布基本上是一致的。最后,分析了离汉人口对于疾病传播的影响,在衡量影响时必须要考虑潜伏期的作用。该文研究有助于相关人员掌握疫情扩散速度、评估疫情风险,对预测以及阻止新冠肺炎传播提供参考。"
从“炎症风暴”学说探讨针刺防治新冠肺炎的可行性分析 ,2020,3,31,近期新型冠状病毒在全国广泛传播，给人民的生活、健康造成了极大的危害。近日中国科学技术大学通过研究发现，“炎症风暴”是导致新型冠状病毒肺炎患者病情加重甚至死亡的一个重要因素，基于此学说，将抑制炎症因子的药物应用于临床后取得了初步的疗效。针刺治疗目前已被广泛地运用于多种炎性疾病的治疗中，大量实验亦证实了针刺能从多种途径对于多种炎症因子具有抑制作用，并能激活多种抗炎因子从而发挥抗炎作用。故针刺预计能通过抑制“炎症风暴”的方式，缓解新型冠状病毒感染所引发的自身免疫性并发症，从而达到治疗干预的效果。
国医大师刘志明辨治新冠肺炎经验与思路总结 ,2020,4,15,国医大师刘志明虽已96岁高龄，仍心系新冠肺炎疫情防控，并且第一时间进行远程会诊。当前第一批患者已经全部出院，包括多例危重病人。刘老辨治新冠肺炎，鉴别中西医“肺炎”，不妄用清热解毒，主要参考瘟疫、冬温、湿温的防治方法。既继承传统温病辨证体系，又注重表里同病，或表象滞后于疾病本质的情况。卫分证多用银翘散、桑菊饮加减。气分证，痰热阻肺常用《千金》苇茎汤、《金匮》茯苓杏仁甘草汤、黄芩半夏丸、贝母瓜蒌散加减；气热夹湿用白虎汤加治湿药；热盛府实用承气汤类方；营分证常用清营汤合猪苓汤；血分证，血热妄行证少见，余热未清用青蒿鳖甲汤加减。疫气辨证重视舌诊，选用达原饮或三消饮。脱证多见阴脱，以西洋参生脉散加黄芪为底方。
西安市新冠肺炎密切接触者流行特征分析 ,2020,3,19,目的 分析西安市新冠肺炎密切接触者的流行特征，为后续疫情防控提供参考。方法 收集西安市新冠肺炎密切接触者相关数据，分析密切接触者的分布规律、不同接触途径下密切接触者的隔离状态及确诊病例的分布情况。结果 截至2月28日0点，西安市新冠肺炎累计确诊120例，密切接触者5241例。在所有密切接触者中，医务工作者占7.92%；不同年龄段中，以青年人数最多2934人（56%）；西安市10区3县中，雁塔区人数最多913人（17.42%），鄠邑区人数最少29人（0.55%）。密切接触者的接触途径以家庭内（1875人）为首，确诊病例的接触途径也以家庭内最多（35人），其次为购物场所（26人）。结论 截至2月28日0点，西安市新冠肺炎密切接触者多出现在雁塔区，以青年为主要人群，家庭内的亲密接触存在很高的传染风险。针对以上特点，需提高对重点地区和人群中新冠肺炎密切接触者筛查工作的重视。
新冠肺炎炎症风暴的机制探讨及中医药的干预作用 ,2020,3,19,新冠肺炎（COVID-19）部分患者在疾病发展过程中因炎症风暴的发生而出现病情的急剧加重，并发急性呼吸窘迫、多器官功能衰竭等严重并发症，预后不良，死亡率较高。对于炎症风暴，目前西医多采取糖皮质激素、营养支持、人工通气辅助等措施。人工肝、血液净化疗法、体外膜肺氧合等技术的日益成熟也在一定程度上降低了患者死亡率，但因设备要求较高等诸多条件限制，尚未得到广泛开展。从中医角度看，COVID-19基本病机为疫毒外侵，肺脾受邪，损伤正气，病理性质涉及湿、热、毒、瘀、虚。病情发展至炎症风暴阶段，邪盛正虚，出现邪毒闭肺、毒扰心神、瘀毒互结与气阴亏虚并见，严重者甚至出现阴竭阳亡的危候。目前已有多项研究显示，多种中草药对病毒性肺炎和细胞因子风暴具有多靶点的免疫调节作用。中医药在炎症风暴发生发展的全过程中均有参与，早期祛邪为主，控制炎症、阻断炎症风暴的发生，降低重症发生率；中期祛邪扶正并进以祛除炎症风暴的病理产物、促进炎症的消散和吸收；后期则以益气固脱、回阳救逆等法挽救生命。本文结合COVID-19炎症风暴的病理生理机制与中医辨证施治理论，总结了相关中草药、中药方剂、中药制剂对炎症风暴干预的药理研究，并探讨了中医药在炎症风暴不同发展时期的干预措施，以期为临床治疗提供指导。
武汉方舱医院58例新冠肺炎患者中医证型分析 ,2020,4,10,目的：分析方舱医院内新型冠状病毒肺炎确诊患者为轻型和普通型患者，研究新冠肺炎患者中医证型分布特点，便于指导临床治疗。方法：纳入2020年2月13—2月20号湖北武汉青山方舱医院内收治的入院患者58例，搜集其性别、年龄、发病时间、刻诊症状、舌象等资料，分析中医证型分布特点，使用中医传承辅助平台“数据分析系统”软件进行数据分析。结果：共搜集58例病人，男女比例：0.84：1，平均年龄：51.2岁（最大82岁，最小15岁），发病平均为14.6天（最长31天，最短2天），刻诊无任何症状8例，肺卫表证7例，寒湿困脾证3例，寒湿郁肺证7例，肺卫表证兼寒湿困脾证3例，肺卫表证兼寒湿郁肺证5例，外寒内热3例，湿毒郁肺3例，少阳邪热8例，阳明腑实证5例，上热下寒证2例，脾胃虚弱证4例。结论：老年轻型和普通型新冠肺炎证型可分为肺卫表证、寒湿困脾证、寒湿郁肺证，外寒内热证、湿毒郁肺证、少阳邪热证、阳明腑实证、脾胃虚弱、上热下寒证九型。
新冠肺炎期间的0～6岁居家儿童运动指导建议（第一版） ,2020,2,26,"<正>2020年初，我国湖北省武汉市突发新型冠状病毒肺炎，疫情很快传播。2020年1月21日，国家卫生健康委员会将2019新型冠状病毒（novel coronavirus, 2019-nCoV ）感染的肺炎"
1例无症状新冠肺炎病毒核酸检测阳性是否诊断轻型探讨 ,2020,2,25,<正>2019年12月以来，湖北省武汉市陆续发现了多例新冠病毒肺炎患者，随着疫情的蔓延，全国各地多家医院也相继收治此类病例，现将我院收治的首例无症状新冠肺炎病毒携带者报告如下。1病例资料患者男性，19岁，大二学生，因“新冠病毒核酸检测阳性1天”入院。患者1月20日从学校(湖南长沙)回家，其母亲1月29日(接触过武汉返回人员)因“发热、咳嗽3天”入院确诊“新冠肺炎”并治疗。
厦门市新冠肺炎传播能力计算与防控措施效果的模拟评估 ,2020,4,2,"为计算厦门市新冠肺炎传播能力并模拟评估防控措施效果，根据新冠肺炎自然史构建厦门市新冠肺炎人群传播的易感者-潜伏者-染病者-隐性感染者-移出者（Susceptible–Exposed–Infectious–Asymptomatic–Recovered, SEIAR）模型，收集厦门市截至2020年3月7日的新冠肺炎病例数据建立数据库，将SEIAR模型与数据库拟合计算新冠肺炎有效再生数(effective reproduction number, Reff)，模型综合干预措施情况下的流行曲线，并评估综合干预措施效果。截至3月7日厦门市共报告新冠肺炎病例35例，其中输入病例22例，继发病例13例，模型与疫情数据拟合结果较好(χ2 = 10.375, P = 0.996)。模型结果显示：1月26日之前，新冠肺炎在厦门市的有效再生数为2.78，1月26日之后的有效再生数为0.35，综合干预措施将有效再生数降低了87.39%。若1月26日未强化综合干预措施，则截至3月7日预计累计报告病例和本地病例将分别达到1863例和1841例，而实际累计报告病例和本地病例分别为35例和13例，分别降低了98.12%和99.29%。上述结果表明厦门市新冠肺炎传播能力较强，综合干预措施取得了较好的防控效果。"
